epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,6028.5,0.40581,0.29595,0.87962,0.98798,0.95524,0.98433,0.88708,0.48178,0.33963,0.87632,5.96021e-05,5.96021e-05,5.96021e-05
174,6054.74,0.39914,0.29979,0.87066,0.99087,0.95808,0.98394,0.87854,0.47998,0.3455,0.87804,5.54924e-05,5.54924e-05,5.54924e-05
175,6083.31,0.39458,0.28916,0.87589,0.98599,0.95819,0.98441,0.88456,0.47552,0.33806,0.87481,5.15232e-05,5.15232e-05,5.15232e-05
176,6113.76,0.41409,0.29286,0.87296,0.98607,0.95819,0.98377,0.88665,0.47241,0.32991,0.87527,4.76955e-05,4.76955e-05,4.76955e-05
177,6143.64,0.40773,0.31118,0.88967,0.98558,0.95819,0.98428,0.88626,0.471,0.33153,0.87558,4.40103e-05,4.40103e-05,4.40103e-05
178,6177.15,0.39863,0.28491,0.88448,0.98385,0.9583,0.98423,0.88497,0.46977,0.32756,0.87606,4.04684e-05,4.04684e-05,4.04684e-05
179,6203.5,0.41355,0.28383,0.86798,0.98623,0.95819,0.98441,0.88625,0.47254,0.3336,0.87872,3.70708e-05,3.70708e-05,3.70708e-05
180,6232.52,0.40368,0.29206,0.87263,0.98241,0.95819,0.98562,0.8869,0.47022,0.32613,0.87606,3.38183e-05,3.38183e-05,3.38183e-05
181,6259.1,0.38598,0.29311,0.87868,0.98566,0.95819,0.98569,0.88911,0.47331,0.32764,0.87959,3.07116e-05,3.07116e-05,3.07116e-05
182,6315.28,0.42832,0.29613,0.88863,0.98585,0.95819,0.98576,0.88634,0.47241,0.32533,0.87778,2.77516e-05,2.77516e-05,2.77516e-05
183,6348.65,0.37607,0.26935,0.87181,0.98641,0.95819,0.98656,0.88871,0.46732,0.32451,0.8766,2.4939e-05,2.4939e-05,2.4939e-05
184,6375.8,0.39698,0.29293,0.87207,0.97297,0.97078,0.98652,0.88694,0.46643,0.32428,0.87686,2.22744e-05,2.22744e-05,2.22744e-05
185,6402.12,0.39695,0.28601,0.87781,0.98633,0.95819,0.98594,0.8856,0.46711,0.32852,0.87792,1.97586e-05,1.97586e-05,1.97586e-05
186,6430.18,0.40168,0.28654,0.87036,0.99181,0.95755,0.98444,0.8845,0.46999,0.32802,0.87782,1.73921e-05,1.73921e-05,1.73921e-05
187,6458.42,0.38765,0.2871,0.89012,0.98586,0.95843,0.98651,0.88766,0.46957,0.32904,0.8784,1.51755e-05,1.51755e-05,1.51755e-05
188,6488.67,0.39562,0.28886,0.87648,0.98925,0.95692,0.98699,0.89074,0.47197,0.32303,0.87798,1.31094e-05,1.31094e-05,1.31094e-05
189,6517.6,0.39283,0.28825,0.87287,0.98612,0.95764,0.98707,0.8915,0.46859,0.32635,0.87738,1.11944e-05,1.11944e-05,1.11944e-05
190,6554.07,0.37388,0.27665,0.87429,0.99259,0.95629,0.98718,0.89024,0.46773,0.32301,0.87543,9.43074e-06,9.43074e-06,9.43074e-06
191,6610.98,0.41553,0.2933,0.86445,0.98628,0.95885,0.98637,0.89019,0.46905,0.32534,0.87687,7.81902e-06,7.81902e-06,7.81902e-06
192,6649.77,0.39443,0.27986,0.8715,0.98616,0.95837,0.98769,0.89006,0.46778,0.32352,0.87827,6.35959e-06,6.35959e-06,6.35959e-06
193,6690.28,0.40507,0.28791,0.87109,0.9889,0.95656,0.98688,0.89086,0.46934,0.32579,0.87708,5.05282e-06,5.05282e-06,5.05282e-06
194,6716.89,0.40167,0.28847,0.89015,0.9863,0.95834,0.98664,0.88819,0.46854,0.32607,0.87702,3.89903e-06,3.89903e-06,3.89903e-06
195,6746.5,0.40598,0.28589,0.87319,0.98905,0.95712,0.9845,0.8893,0.47035,0.32806,0.87672,2.89849e-06,2.89849e-06,2.89849e-06
196,6776.43,0.40479,0.29995,0.89083,0.9877,0.95725,0.98649,0.89052,0.46887,0.32655,0.87728,2.05147e-06,2.05147e-06,2.05147e-06
197,6821.43,0.39574,0.28013,0.87806,0.98989,0.95708,0.9861,0.89125,0.4698,0.32465,0.87758,1.35817e-06,1.35817e-06,1.35817e-06
198,6849.23,0.40453,0.28564,0.87487,0.98722,0.9565,0.98666,0.88937,0.46948,0.32487,0.87618,8.18759e-07,8.18759e-07,8.18759e-07
199,6876.42,0.39105,0.28552,0.88165,0.98752,0.95611,0.98695,0.88944,0.46727,0.32514,0.87661,4.33369e-07,4.33369e-07,4.33369e-07
200,6925.21,0.41377,0.29328,0.87924,0.98727,0.95628,0.98628,0.88823,0.4693,0.32676,0.87701,2.02097e-07,2.02097e-07,2.02097e-07
